Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,.SPX,.VIX,EUR=,XAU=,GDX,GLD
2010-02-08,27.73,27.72,19.35,116.83,151.1,105.89,1056.74,26.51,1.37,1063.35,40.78,104.04
2010-02-09,28.03,28.01,19.65,118.03,152.49,107.22,1070.52,26.0,1.38,1076.9,42.57,105.41
2010-02-10,27.87,27.99,19.69,117.36,153.63,107.01,1068.13,25.4,1.37,1072.45,42.35,105.12
2010-02-11,28.38,28.12,20.06,120.09,154.05,108.13,1078.47,23.96,1.37,1094.95,43.99,107.13
2010-02-12,28.63,27.93,20.43,119.66,153.93,108.04,1075.51,22.73,1.36,1092.4,43.94,107.04
2010-02-15,,,,,,,,,1.36,1100.5,,
2010-02-16,29.06,28.35,20.72,117.53,157.4,109.74,1094.87,22.25,1.38,1119.55,44.91,109.62
2010-02-17,28.94,28.59,20.66,116.31,157.26,110.26,1099.51,21.72,1.36,1114.8,44.71,109.25
2010-02-18,28.99,28.97,20.84,118.08,155.73,110.91,1106.75,20.63,1.36,1123.5,45.06,109.98
2010-02-19,28.81,28.77,20.82,117.52,156.18,111.14,1109.17,20.02,1.36,1118.45,44.57,109.47
2010-02-22,28.63,28.73,20.87,118.01,156.71,111.16,1108.01,19.94,1.36,1113.3,44.09,109.07
2010-02-23,28.15,28.33,20.39,117.24,156.7,109.81,1094.6,21.37,1.35,1101.65,42.5,107.89
2010-02-24,28.67,28.63,20.7,119.72,158.33,110.82,1105.24,20.27,1.35,1096.0,42.25,107.36
2010-02-25,28.86,28.6,20.63,118.2,156.44,110.67,1102.94,20.1,1.36,1105.7,43.45,108.31
2010-02-26,29.23,28.67,20.53,118.4,156.35,110.74,1104.49,19.5,1.36,1116.1,43.89,109.43
2010-03-01,29.86,29.02,20.87,124.54,156.54,111.89,1115.71,19.26,1.36,1116.95,44.64,109.43
2010-03-02,29.84,28.46,20.7,125.53,158.75,112.2,1118.31,19.06,1.36,1134.25,45.51,111.02
2010-03-03,29.9,28.46,20.52,125.89,157.72,112.3,1118.79,18.83,1.37,1139.1,46.36,111.63
2010-03-04,30.1,28.63,20.53,128.53,163.61,112.64,1122.97,18.72,1.36,1131.6,45.58,110.83
2010-03-05,31.28,28.59,20.79,128.91,167.18,114.25,1138.7,17.42,1.36,1131.65,46.43,110.81
2010-03-08,31.3,28.63,20.77,130.11,169.84,114.27,1138.5,17.79,1.36,1122.0,45.95,109.88
2010-03-09,31.86,28.8,20.94,128.82,168.85,114.46,1140.45,17.92,1.36,1119.7,45.58,109.72
2010-03-10,32.12,28.97,21.19,130.51,171.94,114.97,1145.61,18.57,1.37,1107.8,44.96,108.47
2010-03-11,32.21,29.18,21.25,133.58,173.51,115.45,1150.24,18.06,1.37,1109.05,45.32,108.6
2010-03-12,32.37,29.27,21.27,131.82,174.96,115.46,1149.99,17.58,1.38,1102.05,44.99,107.95
2010-03-15,31.98,29.29,21.17,131.13,173.53,115.49,1150.51,18.0,1.37,1108.6,44.94,108.36
2010-03-16,32.06,29.37,22.01,131.79,176.19,116.41,1159.46,17.69,1.38,1124.7,46.12,110.4
2010-03-17,32.02,29.63,22.24,131.34,176.64,117.1,1166.21,16.91,1.37,1124.05,46.27,109.59
2010-03-18,32.09,29.61,22.2,132.76,177.45,117.04,1165.83,16.62,1.36,1125.45,45.97,110.34
2010-03-19,31.75,29.59,21.99,130.35,177.9,115.97,1159.9,16.97,1.35,1106.55,45.31,108.28
2010-03-22,32.11,29.6,22.24,130.47,176.2,116.59,1165.81,16.87,1.36,1101.8,45.14,107.75
2010-03-23,32.62,29.88,22.67,129.26,174.83,117.41,1174.17,16.35,1.35,1102.15,45.28,108.32
2010-03-24,32.77,29.65,22.43,128.04,174.41,116.84,1167.72,17.55,1.33,1087.0,43.5,106.3
2010-03-25,32.38,30.01,22.35,134.73,174.9,116.65,1165.73,18.4,1.33,1090.85,42.91,106.78
2010-03-26,32.99,29.66,22.24,135.06,172.87,116.58,1166.59,17.77,1.34,1105.6,43.71,108.59
2010-03-29,33.2,29.59,22.33,135.12,174.05,117.32,1173.22,17.59,1.35,1108.2,44.33,108.75
2010-03-30,33.69,29.77,22.34,136.58,171.38,117.4,1173.27,17.13,1.34,1102.6,43.86,107.97
2010-03-31,33.57,29.29,22.29,135.77,170.63,117.0,1169.43,17.59,1.35,1112.8,44.41,108.95
2010-04-01,33.71,29.16,22.39,131.81,170.22,117.8,1178.1,17.47,1.36,1125.5,46.4,110.26
2010-04-02,,,,,,,,,1.35,1120.0,,
2010-04-05,34.07,29.27,22.59,131.49,173.16,118.76,1187.44,17.02,1.35,1129.7,46.9,110.89
2010-04-06,34.22,29.32,22.4,135.56,172.9,119.04,1189.44,16.23,1.34,1133.7,46.81,111.03
2010-04-07,34.37,29.35,22.45,134.87,176.36,118.36,1182.45,16.62,1.33,1147.5,48.18,112.49
2010-04-08,34.28,29.92,22.31,140.96,179.5,118.77,1186.44,16.48,1.34,1150.15,48.19,112.65
2010-04-09,34.54,30.34,22.55,140.06,179.12,119.55,1194.37,16.14,1.35,1159.9,48.68,113.64
2010-04-12,34.61,30.32,22.54,141.2,177.84,119.74,1196.48,15.58,1.36,1151.51,48.14,113.01
2010-04-13,34.63,30.45,22.77,140.16,179.25,119.83,1197.3,16.2,1.36,1150.15,47.75,112.69
2010-04-14,35.1,30.82,23.52,144.28,184.92,121.19,1210.65,15.59,1.37,1153.9,48.09,113.03
2010-04-15,35.56,30.87,24.22,145.82,184.27,121.29,1211.67,15.89,1.36,1157.95,47.57,113.65
2010-04-16,35.34,30.67,23.92,142.17,160.7,119.36,1192.13,18.36,1.35,1136.45,46.65,111.24
2010-04-19,35.3,31.04,24.0,142.43,163.32,119.81,1197.52,17.34,1.35,1134.6,46.59,111.15
2010-04-20,34.94,31.36,24.12,144.2,159.98,120.88,1207.17,15.73,1.34,1140.0,46.46,111.46
2010-04-21,37.03,31.33,23.8,146.43,158.93,120.66,1205.94,16.32,1.34,1145.3,46.98,112.31
2010-04-22,38.07,31.39,23.99,150.09,159.05,121.02,1208.67,16.47,1.33,1140.95,47.36,111.84
2010-04-23,38.69,30.96,24.04,143.63,157.4,121.81,1217.28,16.62,1.34,1156.9,48.21,113.19
2010-04-26,38.5,31.11,23.82,147.11,152.03,121.35,1212.05,17.47,1.34,1154.38,48.13,112.75
2010-04-27,37.43,30.84,23.35,142.02,153.04,118.48,1183.71,22.81,1.32,1172.43,48.28,114.63
2010-04-28,37.37,30.91,23.26,139.35,157.01,119.38,1191.36,21.08,1.32,1164.95,49.7,114.31
2010-04-29,38.38,31.0,23.49,141.73,160.24,120.86,1206.78,18.44,1.32,1166.1,50.31,114.28
2010-04-30,37.3,30.54,22.84,137.1,145.2,118.81,1186.69,22.05,1.33,1178.25,50.51,115.36
2010-05-03,38.05,30.86,23.26,137.49,149.5,120.35,1202.26,20.19,1.32,1181.9,49.88,115.73
2010-05-04,36.95,30.13,22.56,129.83,149.45,117.52,1173.6,23.84,1.3,1171.15,49.66,114.87
2010-05-05,36.57,29.85,22.17,130.93,148.19,116.82,1165.9,24.91,1.28,1174.2,49.24,115.09
2010-05-06,35.18,28.98,21.51,128.71,142.32,112.94,1128.15,32.8,1.27,1207.75,49.94,118.49
2010-05-07,33.69,28.21,21.31,124.98,142.99,111.26,1110.88,40.95,1.28,1207.8,49.13,118.27
2010-05-10,36.28,28.94,22.55,131.29,143.98,116.16,1159.73,28.84,1.28,1201.9,50.14,117.57
2010-05-11,36.65,28.88,22.28,130.46,141.97,115.83,1155.79,28.32,1.27,1232.05,53.6,120.66
2010-05-12,37.44,29.44,23.09,133.87,147.2,117.45,1171.67,25.52,1.26,1236.35,53.43,121.4
2010-05-13,36.91,29.24,22.5,131.47,144.65,115.99,1157.44,26.68,1.25,1231.83,52.66,120.56
2010-05-14,36.26,28.93,21.89,128.53,143.23,113.89,1135.68,31.24,1.24,1232.55,53.15,120.37
2010-05-17,36.32,28.94,22.02,128.91,142.64,113.95,1136.94,30.84,1.24,1222.75,51.87,119.36
2010-05-18,36.05,28.6,21.43,126.28,137.36,112.4,1120.8,33.55,1.22,1220.7,51.49,119.49
2010-05-19,35.48,28.24,21.6,124.59,140.1,111.76,1115.05,35.32,1.24,1190.75,49.45,116.63
2010-05-20,33.97,27.11,20.79,119.71,136.08,107.54,1071.59,45.79,1.25,1182.1,47.05,115.84
2010-05-21,34.62,26.84,20.91,122.72,140.62,109.12,1087.69,40.1,1.26,1175.15,47.21,115.22
2010-05-24,35.25,26.27,20.67,122.12,136.69,107.71,1073.65,38.32,1.24,1191.55,47.64,116.84
2010-05-25,35.03,26.07,20.85,124.86,142.56,107.82,1074.03,34.61,1.24,1200.1,48.94,117.36
2010-05-26,34.87,25.01,20.7,123.21,140.3,107.17,1067.95,35.02,1.22,1209.9,48.99,118.47
2010-05-27,36.19,26.0,21.76,126.7,144.95,110.76,1103.06,29.68,1.24,1211.1,50.18,118.69
2010-05-28,36.7,25.8,21.42,125.46,144.26,109.37,1089.41,32.07,1.23,1213.81,49.86,118.88
2010-05-31,,,,,,,,,1.23,1215.71,,
2010-06-01,37.26,25.89,21.18,123.24,141.86,107.53,1070.71,35.54,1.22,1224.3,49.81,119.91
2010-06-02,37.71,26.46,21.81,126.31,144.83,110.33,1098.38,30.17,1.22,1222.85,50.67,119.78
2010-06-03,37.59,26.86,21.9,128.76,144.04,110.71,1102.83,29.46,1.22,1207.55,49.83,117.96
2010-06-04,36.57,25.79,20.94,122.77,142.4,106.82,1064.88,35.48,1.2,1219.0,48.82,119.19
2010-06-07,35.85,25.29,20.31,122.01,138.68,105.49,1050.47,36.57,1.19,1239.05,50.19,121.49
2010-06-08,35.62,25.11,20.18,118.84,137.78,106.62,1062.0,33.7,1.2,1234.63,50.72,121.0
2010-06-09,34.74,24.79,19.93,117.91,136.8,106.05,1055.69,33.73,1.2,1230.35,50.2,120.56
2010-06-10,35.79,25.0,20.55,123.21,133.77,109.15,1086.84,30.57,1.21,1217.3,50.66,118.98
2010-06-11,36.22,25.66,20.64,123.03,135.64,109.68,1091.6,28.79,1.21,1225.9,50.79,120.01
2010-06-14,36.33,25.5,20.89,123.83,133.44,109.51,1089.63,28.58,1.22,1221.15,49.9,119.6
2010-06-15,37.1,26.58,21.48,126.84,136.9,112.0,1115.23,25.87,1.23,1233.45,51.17,120.99
2010-06-16,38.18,26.32,21.49,126.9,137.06,111.96,1114.61,25.92,1.23,1230.6,51.66,120.33
2010-06-17,38.84,26.37,21.52,125.89,137.32,112.14,1116.04,25.05,1.24,1244.35,52.96,121.9
2010-06-18,39.15,26.44,21.4,125.83,138.18,111.73,1117.51,23.95,1.24,1256.35,54.06,122.83
2010-06-21,38.6,25.95,21.19,122.55,137.74,111.41,1113.2,24.88,1.23,1231.65,52.52,120.39
2010-06-22,39.12,25.77,20.98,122.31,134.79,109.57,1095.31,27.05,1.23,1239.0,52.14,121.45
2010-06-23,38.71,25.31,20.81,121.45,135.07,109.23,1092.04,26.91,1.23,1236.2,52.45,120.95
2010-06-24,38.43,25.0,20.32,118.33,134.98,107.42,1073.69,29.74,1.23,1244.05,52.18,121.3
2010-06-25,38.1,24.53,20.03,121.0,139.66,107.87,1076.76,28.53,1.24,1254.5,53.88,122.76
2010-06-28,38.33,24.31,20.36,117.8,136.66,107.53,1074.57,29.0,1.23,1237.05,53.4,121.09
2010-06-29,36.6,23.31,19.79,108.61,133.76,104.21,1041.24,34.13,1.22,1240.45,51.98,121.27
2010-06-30,35.93,23.01,19.45,109.26,131.27,103.22,1030.71,34.54,1.22,1241.35,51.96,121.68
2010-07-01,35.5,23.16,19.25,110.96,131.14,102.76,1027.37,32.86,1.25,1198.65,49.62,117.04
2010-07-02,35.28,23.27,19.2,109.14,131.08,102.2,1022.58,30.12,1.26,1210.6,49.58,118.49
2010-07-05,,,,,,,,,1.25,1207.95,,
2010-07-06,35.52,23.82,19.48,110.06,132.26,102.87,1028.06,29.65,1.26,1192.25,48.91,116.51
2010-07-07,36.95,24.3,20.14,113.43,135.83,106.11,1060.27,26.84,1.26,1201.85,49.99,117.73
2010-07-08,36.87,24.41,20.1,116.22,135.46,107.16,1070.25,25.71,1.27,1196.45,49.38,117.21
2010-07-09,37.09,24.27,20.24,117.26,138.06,107.96,1077.96,24.98,1.26,1211.5,50.48,118.36
2010-07-12,36.75,24.83,20.57,119.51,137.25,108.03,1078.75,24.43,1.26,1194.85,50.15,117.34
2010-07-13,35.97,25.13,21.01,123.65,140.25,109.66,1095.34,24.56,1.27,1210.65,50.39,118.36
2010-07-14,36.1,25.44,21.36,123.3,139.06,109.65,1095.17,24.89,1.27,1207.5,50.26,118.3
2010-07-15,35.92,25.51,21.51,122.06,145.22,109.68,1096.48,25.14,1.29,1207.55,50.17,118.23
2010-07-16,35.7,24.89,21.02,118.49,146.21,106.66,1064.88,26.25,1.29,1193.15,48.54,116.67
2010-07-19,35.08,25.23,21.59,119.94,145.68,107.29,1071.25,25.97,1.29,1183.2,47.53,115.73
2010-07-20,35.98,25.48,21.65,120.1,148.91,108.48,1083.48,23.93,1.29,1191.8,48.55,116.65
2010-07-21,36.32,25.12,21.26,117.43,146.99,107.07,1069.59,25.64,1.28,1185.5,48.18,115.85
2010-07-22,37.0,25.84,21.78,120.07,146.55,109.46,1093.67,24.63,1.29,1194.45,49.16,116.86
2010-07-23,37.13,25.81,21.69,118.87,147.38,110.41,1102.66,23.47,1.29,1188.6,49.21,116.09
2010-07-26,37.04,26.1,21.71,118.4,148.2,111.56,1115.01,22.73,1.3,1182.0,48.89,115.52
2010-07-27,37.73,26.16,21.58,117.13,147.23,111.55,1113.84,23.19,1.3,1161.8,47.09,113.51
2010-07-28,37.28,25.95,21.33,117.13,147.2,110.83,1106.13,24.25,1.3,1163.05,47.39,113.78
2010-07-29,36.87,26.03,21.03,116.86,152.58,110.29,1101.53,24.13,1.31,1166.43,47.68,114.29
2010-07-30,36.75,25.81,20.6,117.89,150.82,110.27,1101.6,23.5,1.3,1180.4,48.22,115.49
2010-08-02,37.41,26.33,21.15,120.07,152.74,112.76,1125.86,22.01,1.32,1180.85,48.05,115.54
2010-08-03,37.42,26.16,20.87,122.42,153.19,112.22,1120.46,22.63,1.32,1184.7,48.32,115.99
2010-08-04,37.57,25.73,20.73,127.58,156.41,112.97,1127.24,22.21,1.32,1195.25,49.62,116.72
2010-08-05,37.39,25.37,20.67,127.83,155.92,112.85,1125.81,22.1,1.32,1194.1,49.69,116.98
2010-08-06,37.16,25.55,20.65,128.32,155.18,112.39,1121.64,21.74,1.33,1204.3,50.17,117.84
2010-08-09,37.39,25.61,20.65,128.83,155.4,112.99,1127.79,22.14,1.32,1200.4,50.19,117.4
2010-08-10,37.06,25.07,19.82,130.0,153.9,112.38,1121.06,22.37,1.32,1202.85,50.37,117.73
2010-08-11,35.74,24.86,19.42,125.89,149.25,109.3,1089.47,25.39,1.28,1195.75,49.08,117.34
2010-08-12,35.97,24.49,19.45,126.56,149.42,108.63,1083.61,25.73,1.28,1211.2,50.31,118.77
2010-08-13,35.59,24.4,19.15,124.69,148.08,108.31,1079.25,26.24,1.27,1213.55,49.74,118.74
2010-08-16,35.38,24.5,19.47,126.07,147.76,108.26,1079.38,26.1,1.28,1222.85,50.71,119.73
2010-08-17,36.0,24.71,19.53,128.86,148.59,109.59,1092.54,24.33,1.29,1222.9,51.29,119.75
2010-08-18,36.15,24.82,19.59,129.65,149.2,109.79,1094.16,24.59,1.29,1228.55,52.13,120.22
2010-08-19,35.7,24.44,18.9,127.57,147.05,107.88,1075.63,26.44,1.28,1230.1,51.73,120.39
2010-08-20,35.66,24.23,18.91,127.76,148.24,107.53,1071.69,25.49,1.27,1227.7,51.28,119.97
2010-08-23,35.11,24.28,18.7,126.6,146.74,107.12,1067.36,25.66,1.27,1223.4,50.9,119.78
2010-08-24,34.28,24.04,18.4,124.53,143.95,105.53,1051.87,27.46,1.26,1229.25,50.3,120.36
2010-08-25,34.7,24.1,18.48,126.85,144.68,105.94,1055.33,26.7,1.27,1239.1,52.0,121.36
2010-08-26,34.33,23.82,18.18,124.86,141.81,105.23,1047.22,27.37,1.27,1234.05,52.73,120.96
2010-08-27,34.52,23.93,18.37,126.64,139.75,106.86,1064.59,24.45,1.28,1236.2,53.34,121.01
2010-08-30,34.64,23.64,17.96,123.79,136.66,105.31,1048.92,27.21,1.27,1236.3,53.12,120.91
2010-08-31,34.73,23.46,17.66,124.83,136.94,105.31,1049.33,26.05,1.27,1245.65,53.61,122.08
2010-09-01,35.76,23.9,18.14,132.49,139.74,108.46,1080.29,23.89,1.28,1243.85,52.85,121.69
2010-09-02,36.02,23.94,18.28,135.21,139.78,109.47,1090.1,23.19,1.28,1250.75,53.57,122.29
2010-09-03,36.97,24.29,18.43,138.79,147.29,110.89,1104.51,21.31,1.29,1245.8,53.69,121.86
2010-09-06,,,,,,,,,1.29,1249.55,,
2010-09-07,36.83,23.96,18.12,137.22,145.21,109.64,1091.84,23.8,1.27,1254.9,53.95,122.7
2010-09-08,37.56,23.93,17.9,139.14,147.54,110.41,1098.87,23.25,1.27,1254.7,53.67,122.71
2010-09-09,37.58,24.01,18.0,140.38,149.14,110.92,1104.18,22.81,1.27,1243.6,52.65,121.56
2010-09-10,37.63,23.85,17.97,142.44,150.39,111.48,1109.55,21.99,1.27,1245.95,53.04,121.73
2010-09-13,38.15,25.11,18.56,145.07,154.37,112.72,1121.9,21.21,1.29,1244.95,53.0,121.62
2010-09-14,38.29,25.03,18.74,145.75,152.53,112.65,1121.1,21.56,1.3,1268.35,54.88,124.02
2010-09-15,38.6,25.12,18.72,145.45,152.56,113.08,1125.07,22.1,1.3,1267.55,54.6,123.94
2010-09-16,39.51,25.33,18.97,148.13,152.23,113.05,1124.66,21.72,1.31,1274.55,55.36,124.63
2010-09-17,39.34,25.22,18.81,148.32,150.98,112.49,1125.59,22.01,1.3,1273.4,54.78,124.54
2010-09-20,40.46,25.43,18.93,151.3,151.9,114.21,1142.71,21.5,1.31,1276.85,55.34,124.87
2010-09-21,40.54,25.15,19.14,150.73,151.4,113.98,1139.78,22.35,1.33,1284.95,55.67,126.01
2010-09-22,41.11,24.61,19.01,151.83,148.07,113.42,1134.28,22.51,1.34,1290.85,56.37,126.2
2010-09-23,41.27,24.43,18.98,152.85,144.91,112.5,1124.83,23.87,1.33,1291.05,55.76,126.3
2010-09-24,41.76,24.78,19.42,160.73,147.28,114.82,1148.67,21.71,1.35,1295.95,55.67,126.69
2010-09-27,41.59,24.73,19.24,159.37,146.0,114.27,1142.16,22.54,1.35,1294.0,55.34,126.72
2010-09-28,40.98,24.68,19.5,159.7,145.01,114.67,1147.7,22.6,1.36,1308.1,56.66,127.85
2010-09-29,41.05,24.5,19.24,158.99,144.42,114.47,1144.73,23.25,1.36,1308.9,56.51,127.95
2010-09-30,40.54,24.49,19.2,157.06,144.58,114.13,1141.2,23.7,1.36,1308.5,55.93,127.91
2010-10-01,40.36,24.38,19.32,153.71,147.7,114.61,1146.24,22.5,1.38,1317.3,56.6,128.91
2010-10-04,39.81,23.91,18.87,155.39,146.57,113.75,1137.03,23.53,1.37,1314.25,55.55,128.46
2010-10-05,41.28,24.35,19.15,160.87,149.57,116.04,1160.75,21.76,1.38,1340.25,57.26,130.99
2010-10-06,41.31,24.43,19.31,155.4,150.84,116.03,1159.97,21.49,1.39,1348.4,58.12,131.81
2010-10-07,41.32,24.53,19.4,156.27,151.11,115.89,1158.06,21.56,1.39,1332.7,56.58,130.37
2010-10-08,42.01,24.57,19.52,155.55,152.66,116.54,1165.15,20.71,1.39,1346.3,57.3,131.66
2010-10-11,42.19,24.59,19.56,153.03,152.2,116.65,1165.32,18.96,1.39,1352.95,57.41,132.29
2010-10-12,42.65,24.83,19.77,156.48,155.21,117.01,1169.77,18.93,1.39,1349.6,57.17,131.96
2010-10-13,42.88,25.34,19.24,155.17,154.73,117.92,1178.1,19.07,1.4,1371.1,58.59,134.07
2010-10-14,43.19,25.23,19.32,155.53,151.59,117.46,1173.81,19.88,1.41,1380.3,58.19,134.75
2010-10-15,44.96,25.54,19.32,164.64,150.69,117.7,1176.19,19.03,1.4,1368.15,57.41,133.68
2010-10-18,45.43,25.82,19.19,163.56,153.7,118.28,1184.71,19.09,1.39,1369.3,57.14,134.28
2010-10-19,44.21,25.1,19.21,158.67,156.72,116.73,1165.9,20.63,1.37,1334.45,54.53,130.11
2010-10-20,44.36,25.31,19.64,158.67,159.6,117.87,1178.17,19.79,1.4,1345.35,55.46,131.32
2010-10-21,44.22,25.42,19.76,164.97,159.3,118.13,1180.26,19.27,1.39,1324.5,54.28,129.47
2010-10-22,43.92,25.38,19.84,169.13,157.76,118.35,1183.08,18.78,1.39,1327.2,54.89,129.73
2010-10-25,44.12,25.19,19.87,169.0,157.39,118.7,1185.62,19.85,1.4,1339.45,55.74,130.85
2010-10-26,44.01,25.9,20.04,169.95,158.29,118.72,1185.64,20.22,1.39,1339.4,55.79,130.88
2010-10-27,43.98,26.05,20.19,167.51,160.15,118.38,1182.45,20.71,1.38,1324.8,54.68,129.52
2010-10-28,43.61,26.28,20.47,166.84,163.24,118.4,1183.78,20.88,1.39,1343.35,56.36,131.24
2010-10-29,43.0,26.66,20.05,165.23,160.95,118.49,1183.26,21.2,1.39,1359.05,57.3,132.62
2010-11-01,43.45,26.95,20.57,162.58,161.57,118.53,1184.38,21.83,1.39,1350.75,57.23,131.92
2010-11-02,44.19,27.39,20.34,164.61,162.82,119.48,1193.57,21.57,1.4,1357.0,57.67,132.49
2010-11-03,44.69,27.03,20.48,168.47,162.63,119.95,1197.96,19.56,1.41,1347.65,57.23,131.57
2010-11-04,45.47,27.14,20.97,168.93,166.39,122.26,1221.06,18.52,1.42,1392.25,59.99,136.03
2010-11-05,45.3,26.85,21.24,170.77,171.07,122.72,1225.85,18.26,1.4,1393.4,60.09,136.38
2010-11-08,45.52,26.81,21.23,171.99,169.2,122.49,1223.25,18.29,1.39,1409.05,61.77,137.78
2010-11-09,45.15,26.95,21.16,170.27,166.55,121.61,1213.4,19.08,1.38,1389.69,59.67,135.59
2010-11-10,45.43,26.94,21.04,173.33,167.22,122.1,1218.71,18.47,1.38,1403.25,61.33,137.24
2010-11-11,45.24,26.68,21.21,170.37,167.71,121.64,1213.54,18.64,1.37,1408.9,61.78,137.66
2010-11-12,44.0,26.27,21.53,165.68,165.83,120.2,1199.21,20.61,1.37,1368.39,60.07,133.69
2010-11-15,43.86,26.2,21.3,158.9,167.22,120.03,1197.75,20.2,1.36,1358.89,59.47,132.42
2010-11-16,43.08,25.81,21.07,157.78,165.1,118.16,1178.34,22.58,1.35,1340.45,57.66,130.97
2010-11-17,42.93,25.57,21.08,158.35,164.89,118.22,1178.59,21.76,1.35,1336.85,58.04,130.38
2010-11-18,44.06,25.84,21.02,164.17,167.35,119.96,1196.69,18.75,1.36,1353.45,59.03,132.09
2010-11-19,43.82,25.69,21.14,164.82,166.67,120.29,1199.73,18.04,1.37,1353.0,59.28,132.2
2010-11-22,44.77,25.73,21.25,170.39,161.05,120.19,1197.84,18.37,1.36,1365.8,60.03,133.48
2010-11-23,44.1,25.12,21.09,168.2,157.78,118.45,1180.73,20.63,1.34,1376.8,59.62,134.41
2010-11-24,44.97,25.37,21.39,177.25,160.26,120.2,1198.35,19.56,1.33,1374.5,59.67,134.18
2010-11-25,,,,,,,,,1.34,1374.12,,
2010-11-26,45.11,25.33,21.33,177.5,158.22,119.29,1189.4,22.22,1.32,1364.05,58.61,132.82
2010-11-29,45.27,25.31,21.33,179.49,159.28,119.16,1187.76,21.53,1.31,1366.44,58.87,133.51
2010-11-30,44.45,25.26,21.16,175.4,156.14,118.49,1180.55,23.54,1.3,1384.45,59.5,135.42
2010-12-01,45.2,26.04,21.48,176.55,158.45,121.01,1206.07,21.36,1.31,1386.69,60.28,135.38
2010-12-02,45.45,26.89,21.7,176.53,162.5,122.56,1221.53,19.39,1.32,1384.25,61.18,135.2
2010-12-03,45.35,27.02,21.69,175.68,162.31,122.89,1224.71,18.01,1.34,1414.49,62.71,138.07
2010-12-06,45.74,26.84,21.7,178.05,162.65,122.76,1223.12,18.02,1.33,1423.05,63.8,139.11
2010-12-07,45.46,26.87,21.58,176.77,161.59,122.83,1223.75,17.99,1.33,1401.39,62.38,136.5
2010-12-08,45.86,27.23,21.82,176.29,166.14,123.28,1228.28,17.74,1.33,1381.7,61.2,134.79
2010-12-09,45.68,27.08,21.81,174.85,166.45,123.76,1233.0,17.25,1.32,1387.26,61.43,135.37
2010-12-10,45.79,27.34,21.91,175.62,168.47,124.48,1240.4,17.61,1.32,1385.65,61.66,135.41
2010-12-13,45.95,27.24,21.5,174.25,169.48,124.56,1240.46,17.55,1.34,1393.15,62.22,136.05
