,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose
2013-04-01 21:00:00,1.28498,1.28777,1.2809,1.28201,1.2849899999999999,1.28777,1.28093,1.2818399999999999
2013-04-02 21:00:00,1.28201,1.28644,1.27899,1.28483,1.2818399999999999,1.28645,1.27899,1.2846600000000001
2013-04-03 21:00:00,1.28483,1.2949,1.27449,1.29351,1.2846600000000001,1.29491,1.27453,1.29352
2013-04-04 21:00:00,1.29351,1.30398,1.29006,1.29972,1.29352,1.30398,1.29007,1.29977
2013-04-06 21:00:00,1.29972,1.29972,1.29641,1.29687,1.29977,1.29977,1.29647,1.2978399999999999
2013-04-07 21:00:00,1.29687,1.30379,1.2968,1.3007799999999998,1.2978399999999999,1.3038100000000001,1.2968600000000001,1.3007799999999998
2013-04-08 21:00:00,1.3007799999999998,1.3103,1.3005,1.30827,1.3007799999999998,1.31033,1.3005200000000001,1.30836
2013-04-09 21:00:00,1.30827,1.31219,1.30525,1.30705,1.30836,1.31221,1.30528,1.30716
2013-04-10 21:00:00,1.30705,1.3138299999999998,1.3043799999999999,1.31011,1.30716,1.31384,1.3044,1.31031
2013-04-11 21:00:00,1.31011,1.31265,1.30367,1.3107799999999998,1.31031,1.31276,1.30367,1.31095
2013-04-13 21:00:00,1.3107799999999998,1.3134,1.3099100000000001,1.31123,1.31095,1.3141,1.3106,1.31187
2013-04-14 21:00:00,1.31123,1.31138,1.30216,1.3037,1.31187,1.31187,1.3022,1.30361
2013-04-15 21:00:00,1.3037,1.32016,1.3028,1.3176,1.30361,1.32018,1.30284,1.31766
2013-04-16 21:00:00,1.3176,1.31997,1.3001200000000002,1.30332,1.31766,1.31998,1.30013,1.3033
2013-04-17 21:00:00,1.30332,1.3096299999999998,1.30209,1.3049899999999999,1.3033,1.3096299999999998,1.3021200000000002,1.3051700000000002
2013-04-18 21:00:00,1.3049899999999999,1.31289,1.3046,1.3052700000000002,1.3051700000000002,1.3129,1.30447,1.30529
2013-04-20 21:00:00,1.3052700000000002,1.3084,1.3052700000000002,1.3079100000000001,1.30529,1.3089899999999999,1.30529,1.3082
2013-04-21 21:00:00,1.3079100000000001,1.3084,1.3015,1.30655,1.3082,1.3084200000000001,1.30154,1.30654
2013-04-22 21:00:00,1.30655,1.3084200000000001,1.29729,1.3002799999999999,1.30654,1.3084200000000001,1.29731,1.30036
2013-04-23 21:00:00,1.3002799999999999,1.30342,1.29542,1.3015700000000001,1.30036,1.30344,1.29548,1.30178
2013-04-24 21:00:00,1.3015700000000001,1.30935,1.29888,1.30101,1.30178,1.30936,1.2988899999999999,1.3011
2013-04-25 21:00:00,1.30101,1.30477,1.2990700000000002,1.30283,1.3011,1.30479,1.29908,1.30273
2013-04-27 21:00:00,1.30283,1.30545,1.30189,1.30436,1.30273,1.306,1.30273,1.30546
2013-04-28 21:00:00,1.30436,1.31165,1.30316,1.3099100000000001,1.30546,1.31166,1.30322,1.30999
2013-04-29 21:00:00,1.3099100000000001,1.3186200000000001,1.3053700000000001,1.31664,1.30999,1.3186,1.30545,1.3168
2013-04-30 21:00:00,1.31664,1.32429,1.31605,1.318,1.3168,1.32427,1.31609,1.3181
2013-05-01 21:00:00,1.318,1.32188,1.30374,1.30646,1.3181,1.32187,1.30374,1.30659
2013-05-02 21:00:00,1.30646,1.31597,1.30332,1.31141,1.30659,1.31596,1.3033299999999999,1.31169
2013-05-04 21:00:00,1.31141,1.31215,1.31087,1.3118299999999998,1.31169,1.31298,1.31169,1.31277
2013-05-05 21:00:00,1.3118299999999998,1.3141,1.30535,1.30759,1.31277,1.31415,1.3053700000000001,1.30769
2013-05-06 21:00:00,1.30759,1.3132,1.3067799999999998,1.30787,1.30769,1.31322,1.3068,1.30792
2013-05-07 21:00:00,1.30787,1.31945,1.30714,1.3152700000000002,1.30792,1.31944,1.30721,1.3153299999999999
2013-05-08 21:00:00,1.3152700000000002,1.31771,1.30101,1.30426,1.3153299999999999,1.31772,1.3009899999999999,1.3043
2013-05-09 21:00:00,1.30426,1.30511,1.2935299999999998,1.2991,1.3043,1.30512,1.29355,1.29936
2013-05-11 21:00:00,1.2991,1.2991,1.29472,1.29706,1.29936,1.29936,1.2958,1.2972700000000001
2013-05-12 21:00:00,1.29706,1.29997,1.29414,1.29756,1.2972700000000001,1.3,1.29416,1.2976
2013-05-13 21:00:00,1.29756,1.30293,1.29118,1.2919200000000002,1.2976,1.30291,1.29126,1.29244
2013-05-14 21:00:00,1.2919200000000002,1.29427,1.28434,1.28859,1.29244,1.29429,1.28434,1.28877
2013-05-15 21:00:00,1.28859,1.29302,1.28465,1.2881799999999999,1.28877,1.2929899999999999,1.28465,1.2882799999999999
2013-05-16 21:00:00,1.2881799999999999,1.2889700000000002,1.2796399999999999,1.28346,1.2882799999999999,1.2889899999999999,1.27965,1.28367
2013-05-18 21:00:00,1.28346,1.28417,1.28105,1.28417,1.28367,1.28453,1.28255,1.2842799999999999
2013-05-19 21:00:00,1.28417,1.2901,1.2819399999999999,1.28827,1.2842799999999999,1.29011,1.28196,1.2883
2013-05-20 21:00:00,1.28827,1.29335,1.28411,1.2905,1.2883,1.2933700000000001,1.2841200000000002,1.29054
2013-05-21 21:00:00,1.2905,1.29982,1.28335,1.2858,1.29054,1.29982,1.2833700000000001,1.28588
2013-05-22 21:00:00,1.2858,1.29569,1.28215,1.29334,1.28588,1.2957100000000001,1.28217,1.2934299999999999
2013-05-23 21:00:00,1.29334,1.29935,1.29043,1.2934299999999999,1.2934299999999999,1.29935,1.29045,1.29378
2013-05-25 21:00:00,1.2934299999999999,1.2935,1.2924200000000001,1.2933700000000001,1.29378,1.29443,1.29283,1.29369
2013-05-26 21:00:00,1.2933700000000001,1.29487,1.2915299999999998,1.29302,1.29369,1.29488,1.29155,1.29318
2013-05-27 21:00:00,1.29302,1.29498,1.28494,1.28552,1.29318,1.2949899999999999,1.2849899999999999,1.28562
2013-05-28 21:00:00,1.28552,1.29777,1.28378,1.29397,1.28562,1.29776,1.2838,1.29427
2013-05-29 21:00:00,1.29397,1.3061399999999999,1.29334,1.30485,1.29427,1.30616,1.2933700000000001,1.30473
2013-05-30 21:00:00,1.30485,1.30598,1.2944200000000001,1.29956,1.30473,1.30597,1.29444,1.2998
2013-06-01 21:00:00,1.29956,1.29956,1.29779,1.29874,1.2998,1.30006,1.2986799999999998,1.30006
2013-06-02 21:00:00,1.29874,1.3108,1.29555,1.30761,1.30006,1.3107799999999998,1.29555,1.30767
2013-06-03 21:00:00,1.30761,1.31016,1.30421,1.3080399999999999,1.30767,1.31015,1.30424,1.3081
2013-06-04 21:00:00,1.3080399999999999,1.31162,1.3053,1.30903,1.3081,1.31165,1.30532,1.30935
2013-06-05 21:00:00,1.30903,1.33061,1.30752,1.32454,1.30935,1.33066,1.3075,1.32474
2013-06-06 21:00:00,1.32454,1.32847,1.31915,1.32128,1.32474,1.32857,1.31916,1.3215700000000001
2013-06-08 21:00:00,1.32128,1.32128,1.31834,1.31883,1.3215700000000001,1.3215700000000001,1.31904,1.31977
2013-06-09 21:00:00,1.31883,1.32692,1.31775,1.32568,1.31977,1.32694,1.31778,1.3256700000000001
2013-06-10 21:00:00,1.32568,1.33175,1.32321,1.3313700000000002,1.3256700000000001,1.33176,1.3232,1.33144
2013-06-11 21:00:00,1.3313700000000002,1.33595,1.32654,1.3336700000000001,1.33144,1.33595,1.32657,1.33374
2013-06-12 21:00:00,1.3336700000000001,1.33903,1.32787,1.33745,1.33374,1.33905,1.32787,1.3375700000000001
2013-06-13 21:00:00,1.33745,1.33751,1.3294700000000002,1.33427,1.3375700000000001,1.3375700000000001,1.32949,1.33449
2013-06-15 21:00:00,1.33427,1.33479,1.33303,1.3345799999999999,1.33449,1.33556,1.3344799999999999,1.3350799999999998
2013-06-16 21:00:00,1.3345799999999999,1.3381399999999999,1.33185,1.33664,1.3350799999999998,1.33818,1.33186,1.33666
2013-06-17 21:00:00,1.33664,1.3415700000000002,1.33259,1.33922,1.33666,1.3416,1.33261,1.3392899999999999
2013-06-18 21:00:00,1.33922,1.3416700000000001,1.3262,1.32948,1.3392899999999999,1.34204,1.32626,1.3295
2013-06-19 21:00:00,1.32948,1.33013,1.31613,1.32194,1.3295,1.33019,1.31616,1.32206
2013-06-20 21:00:00,1.32194,1.32542,1.30986,1.31198,1.32206,1.32542,1.30987,1.31227
2013-06-22 21:00:00,1.31198,1.31198,1.30788,1.30851,1.31227,1.31227,1.30894,1.30939
2013-06-23 21:00:00,1.30851,1.31439,1.3059,1.3118100000000001,1.30939,1.31441,1.3059100000000001,1.3121
2013-06-24 21:00:00,1.3118100000000001,1.31508,1.30649,1.30764,1.3121,1.31508,1.30651,1.30787
2013-06-25 21:00:00,1.30764,1.30873,1.2985,1.3011700000000002,1.30787,1.30874,1.29847,1.30121
2013-06-26 21:00:00,1.3011700000000002,1.3057299999999998,1.30003,1.3039,1.30121,1.30574,1.3,1.30396
2013-06-27 21:00:00,1.3039,1.31033,1.29912,1.30103,1.30396,1.31034,1.29914,1.30119
2013-06-29 21:00:00,1.30103,1.30256,1.2999399999999999,1.3009,1.30119,1.3027799999999998,1.30066,1.3019100000000001
2013-06-30 21:00:00,1.3009,1.30673,1.30053,1.30629,1.3019100000000001,1.30669,1.30059,1.30645
2013-07-01 21:00:00,1.30629,1.3078299999999998,1.29634,1.29786,1.30645,1.30782,1.29637,1.2979399999999999
2013-07-02 21:00:00,1.29786,1.30328,1.2923200000000001,1.3009899999999999,1.2979399999999999,1.3032700000000002,1.2923200000000001,1.30111
2013-07-03 21:00:00,1.3009899999999999,1.3023200000000001,1.28831,1.29135,1.30111,1.30236,1.28831,1.29142
2013-07-04 21:00:00,1.29135,1.29169,1.2806,1.28298,1.29142,1.2917299999999998,1.28062,1.28332
2013-07-06 21:00:00,1.28298,1.28303,1.28078,1.2809,1.28332,1.28398,1.2811299999999999,1.2814
2013-07-07 21:00:00,1.2809,1.28819,1.28083,1.2868700000000002,1.2814,1.2882,1.28119,1.2871700000000001
2013-07-08 21:00:00,1.2868700000000002,1.2898100000000001,1.27552,1.2780799999999999,1.2871700000000001,1.2898100000000001,1.27556,1.2782
2013-07-09 21:00:00,1.2780799999999999,1.29839,1.27649,1.29724,1.2782,1.2985799999999998,1.27649,1.2982
2013-07-10 21:00:00,1.29724,1.32067,1.2958,1.30959,1.2982,1.3206,1.29629,1.3097
2013-07-11 21:00:00,1.30959,1.30999,1.2999100000000001,1.3066799999999998,1.3097,1.3100399999999999,1.29993,1.3067799999999998
2013-07-13 21:00:00,1.3066799999999998,1.30833,1.30589,1.30726,1.3067799999999998,1.3088799999999998,1.3067799999999998,1.3083799999999999
2013-07-14 21:00:00,1.30726,1.3079,1.29934,1.30617,1.3083799999999999,1.3083799999999999,1.29934,1.30624
2013-07-15 21:00:00,1.30617,1.31746,1.3048600000000001,1.31633,1.30624,1.31745,1.30504,1.31644
2013-07-16 21:00:00,1.31633,1.3178299999999998,1.30831,1.3124799999999999,1.31644,1.31787,1.30834,1.31251
2013-07-17 21:00:00,1.3124799999999999,1.31273,1.30663,1.3108899999999999,1.31251,1.31283,1.30661,1.31085
2013-07-18 21:00:00,1.3108899999999999,1.31545,1.30892,1.31354,1.31085,1.31548,1.3089600000000001,1.31387
2013-07-20 21:00:00,1.31354,1.31483,1.31267,1.31331,1.31387,1.3156,1.31366,1.31449
2013-07-21 21:00:00,1.31331,1.3218299999999998,1.31331,1.3187,1.31449,1.32182,1.3136700000000001,1.31859
2013-07-22 21:00:00,1.3187,1.3239,1.31635,1.32239,1.31859,1.32389,1.31635,1.32249
2013-07-23 21:00:00,1.32239,1.3256299999999999,1.31766,1.32006,1.32249,1.32561,1.3176700000000001,1.31994
2013-07-24 21:00:00,1.32006,1.32959,1.31657,1.32776,1.31994,1.32961,1.3165799999999999,1.3278
2013-07-25 21:00:00,1.32776,1.32971,1.32526,1.3277299999999999,1.3278,1.3297,1.3252899999999999,1.3279100000000001
2013-07-27 21:00:00,1.3277299999999999,1.32876,1.3272,1.32828,1.3279100000000001,1.32938,1.3279100000000001,1.32893
2013-07-28 21:00:00,1.32828,1.3295299999999999,1.32412,1.32627,1.32893,1.3295,1.3241399999999999,1.3263200000000002
2013-07-29 21:00:00,1.32627,1.33023,1.32344,1.32621,1.3263200000000002,1.33019,1.32345,1.32631
2013-07-30 21:00:00,1.32621,1.33447,1.32092,1.33016,1.32631,1.33451,1.32097,1.33027
2013-07-31 21:00:00,1.33016,1.33111,1.31929,1.32082,1.33027,1.3310799999999998,1.31925,1.3208799999999998
2013-08-01 21:00:00,1.32082,1.32941,1.3187799999999998,1.3280399999999999,1.3208799999999998,1.32944,1.31897,1.32833
2013-08-03 21:00:00,1.3280399999999999,1.32871,1.32681,1.3277299999999999,1.32833,1.32925,1.32779,1.32897
2013-08-04 21:00:00,1.3277299999999999,1.33004,1.3232700000000002,1.32581,1.32897,1.33006,1.3232899999999999,1.32586
2013-08-05 21:00:00,1.32581,1.3323200000000002,1.32461,1.33065,1.32586,1.33231,1.32463,1.33067
2013-08-06 21:00:00,1.33065,1.33457,1.3265799999999999,1.33362,1.33067,1.33456,1.3265799999999999,1.33368
2013-08-07 21:00:00,1.33362,1.34008,1.3328,1.33802,1.33368,1.34006,1.33283,1.33808
2013-08-08 21:00:00,1.33802,1.33904,1.3332600000000001,1.33398,1.33808,1.33905,1.33328,1.33437
2013-08-10 21:00:00,1.33398,1.3340100000000001,1.33124,1.3318299999999998,1.33437,1.33459,1.3316700000000001,1.33237
2013-08-11 21:00:00,1.3318299999999998,1.33441,1.3277299999999999,1.3300299999999998,1.33237,1.33441,1.3277299999999999,1.33009
2013-08-12 21:00:00,1.3300299999999998,1.33175,1.32335,1.32618,1.33009,1.33171,1.32336,1.32626
2013-08-13 21:00:00,1.32618,1.32807,1.3239,1.32539,1.32626,1.32813,1.32392,1.32551
2013-08-14 21:00:00,1.32539,1.33633,1.32054,1.3346200000000001,1.32551,1.3363200000000002,1.32055,1.3345799999999999
2013-08-15 21:00:00,1.3346200000000001,1.3380299999999998,1.3311,1.33264,1.3345799999999999,1.3380299999999998,1.33112,1.33294
2013-08-17 21:00:00,1.33264,1.3331899999999999,1.33171,1.33303,1.33294,1.33439,1.33259,1.33407
2013-08-18 21:00:00,1.33303,1.33749,1.3315299999999999,1.33341,1.33407,1.3374700000000002,1.3315299999999999,1.33351
2013-08-19 21:00:00,1.33341,1.3452,1.33233,1.3417299999999999,1.33351,1.34521,1.33235,1.34181
2013-08-20 21:00:00,1.3417299999999999,1.3427,1.33352,1.33556,1.34181,1.34273,1.33355,1.33569
2013-08-21 21:00:00,1.33556,1.33732,1.32982,1.33555,1.33569,1.33734,1.32984,1.3356
2013-08-22 21:00:00,1.33555,1.34097,1.33333,1.33759,1.3356,1.34099,1.33335,1.33788
2013-08-24 21:00:00,1.33759,1.33896,1.33721,1.33795,1.33788,1.34017,1.33788,1.33915
2013-08-25 21:00:00,1.33795,1.33941,1.33565,1.33692,1.33915,1.33943,1.3356700000000001,1.33699
2013-08-26 21:00:00,1.33692,1.33989,1.3322100000000001,1.3391600000000001,1.33699,1.33988,1.33226,1.33932
2013-08-27 21:00:00,1.3391600000000001,1.33978,1.33051,1.3339,1.33932,1.3398,1.3305,1.33398
2013-08-28 21:00:00,1.3339,1.3343200000000002,1.32192,1.32408,1.33398,1.33431,1.32195,1.3241399999999999
2013-08-29 21:00:00,1.32408,1.32549,1.31732,1.3221100000000001,1.3241399999999999,1.3255299999999999,1.31735,1.32251
2013-08-31 21:00:00,1.3221100000000001,1.32346,1.3206799999999999,1.32093,1.32251,1.32394,1.32146,1.32172
2013-09-01 21:00:00,1.32093,1.32273,1.3183799999999999,1.31924,1.32172,1.32276,1.31839,1.31933
2013-09-02 21:00:00,1.31924,1.31969,1.31384,1.3170600000000001,1.31933,1.31979,1.31388,1.3170600000000001
2013-09-03 21:00:00,1.3170600000000001,1.32179,1.31569,1.3206200000000001,1.3170600000000001,1.3218,1.3157,1.32073
2013-09-04 21:00:00,1.3206200000000001,1.3223200000000002,1.31104,1.31196,1.32073,1.32233,1.3110600000000001,1.31208
2013-09-05 21:00:00,1.31196,1.31897,1.3104799999999999,1.31766,1.31208,1.31897,1.3105,1.3180399999999999
2013-09-07 21:00:00,1.31766,1.31766,1.31535,1.31603,1.3180399999999999,1.3182200000000002,1.31607,1.31657
2013-09-08 21:00:00,1.31603,1.32808,1.3157,1.32541,1.31657,1.32808,1.31657,1.32535
2013-09-09 21:00:00,1.32541,1.3276,1.32301,1.32675,1.32535,1.32759,1.32305,1.3266799999999999
2013-09-10 21:00:00,1.32675,1.33247,1.32439,1.331,1.3266799999999999,1.3324799999999999,1.32438,1.3310799999999998
2013-09-11 21:00:00,1.331,1.3324799999999999,1.3256299999999999,1.3299299999999998,1.3310799999999998,1.3324799999999999,1.32561,1.33
2013-09-12 21:00:00,1.3299299999999998,1.33219,1.3253700000000002,1.3299,1.33,1.33216,1.3253700000000002,1.33006
2013-09-14 21:00:00,1.3299,1.33772,1.32884,1.3350799999999998,1.33006,1.33797,1.3300299999999998,1.33607
2013-09-15 21:00:00,1.3350799999999998,1.33856,1.33301,1.33336,1.33607,1.33857,1.33303,1.33343
2013-09-16 21:00:00,1.33336,1.33696,1.3325200000000001,1.33572,1.33343,1.33709,1.33254,1.33574
2013-09-17 21:00:00,1.33572,1.35419,1.33381,1.35216,1.33574,1.35425,1.33384,1.35225
2013-09-18 21:00:00,1.35216,1.35687,1.35009,1.35295,1.35225,1.35687,1.35015,1.35297
2013-09-19 21:00:00,1.35295,1.35491,1.34978,1.35264,1.35297,1.3548799999999999,1.3498,1.35271
2013-09-21 21:00:00,1.35264,1.35521,1.35264,1.35448,1.35271,1.3558700000000001,1.35271,1.35512
2013-09-22 21:00:00,1.35448,1.35463,1.34795,1.3493,1.35512,1.3561,1.3479700000000001,1.34933
2013-09-23 21:00:00,1.3493,1.35188,1.34646,1.34735,1.34933,1.35192,1.3464399999999999,1.3472600000000001
2013-09-24 21:00:00,1.34735,1.35374,1.34617,1.35256,1.3472600000000001,1.35374,1.3462,1.3526
2013-09-25 21:00:00,1.35256,1.35312,1.34722,1.34885,1.3526,1.35358,1.34723,1.34886
2013-09-26 21:00:00,1.34885,1.35646,1.34743,1.35206,1.34886,1.35646,1.34744,1.35238
2013-09-28 21:00:00,1.35206,1.35206,1.3466,1.34893,1.35238,1.35238,1.3471,1.34975
2013-09-29 21:00:00,1.34893,1.35563,1.34775,1.35253,1.34975,1.35563,1.3477700000000001,1.35258
2013-09-30 21:00:00,1.35253,1.3588,1.35168,1.35259,1.35258,1.3588,1.3517,1.35265
2013-10-01 21:00:00,1.35259,1.36075,1.35046,1.35799,1.35265,1.36074,1.35047,1.35788
2013-10-02 21:00:00,1.35799,1.3646399999999999,1.35774,1.36184,1.35788,1.3646399999999999,1.35775,1.36185
2013-10-03 21:00:00,1.36184,1.36319,1.3538299999999999,1.35532,1.36185,1.3632,1.35384,1.3554
